subject_id,condition,phase,node_l,node_c,node_r,dist_l,dist_r,trial_timestamp,choice_timestamp,response_timestamp,response_delay,response_key,response,accuracy
1234,Interleaved,Judgement,3,8,5,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,11,5,8,3,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,2,8,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,4,10,6,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,3,12,3,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,3,10,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,12,8,4,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,8,5,12,5,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,1,8,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,6,10,1,2,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,9,1,8,4,5,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,2,10,6,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,7,12,2,4,2,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,9,7,11,2,3,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,3,1,7,2,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,4,7,5,3,4,-1,-1,-1,0,-1,-1,0
1234,Interleaved,Judgement,5,8,2,5,4,-1,-1,-1,0,-1,-1,0
