,rt,trial_type,time_elapsed,sequence,stimulus,key_press,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,partid
2691,4291.199999988079,directmemory_phase,1138966,blocked,GW/huntsville.png,50.0,0.0,0.7272727272727273,GW/racine.png,GW/boulder.png,GW/westpalmbeach.png,GW/westpalmbeach.png,GW/boulder.png,GW/racine.png,0.5,closer,560ce65601c38a0012769e20
2693,4380.9000000059605,directmemory_phase,1144349,blocked,GW/peoria.png,50.0,0.0,0.6956521739130435,GW/cornwall.png,GW/newhope.png,GW/hotsprings.png,GW/hotsprings.png,GW/newhope.png,GW/cornwall.png,0.5,closer,560ce65601c38a0012769e20
2695,4295.4000000059605,directmemory_phase,1149647,blocked,GW/leesburg.png,51.0,1.0,0.7083333333333334,GW/boulder.png,GW/hanover.png,GW/carmel.png,GW/carmel.png,GW/hanover.png,GW/boulder.png,1.0,,560ce65601c38a0012769e20
2697,1937.0,directmemory_phase,1152586,blocked,GW/shreveport.png,50.0,1.0,0.72,GW/westpalmbeach.png,GW/hanover.png,GW/peoria.png,GW/hanover.png,GW/westpalmbeach.png,GW/peoria.png,1.0,,560ce65601c38a0012769e20
2699,1991.300000011921,directmemory_phase,1155580,blocked,GW/boulder.png,49.0,1.0,0.7307692307692307,GW/westpalmbeach.png,GW/shreveport.png,GW/hotsprings.png,GW/westpalmbeach.png,GW/hotsprings.png,GW/shreveport.png,1.0,,560ce65601c38a0012769e20
2701,4056.400000005961,directmemory_phase,1160638,blocked,GW/carmel.png,49.0,1.0,0.7407407407407407,GW/leesburg.png,GW/hotsprings.png,GW/cornwall.png,GW/leesburg.png,GW/cornwall.png,GW/hotsprings.png,1.0,,560ce65601c38a0012769e20
2703,3903.5,directmemory_phase,1165544,blocked,GW/racine.png,50.0,1.0,0.75,GW/boulder.png,GW/peoria.png,GW/newhope.png,GW/peoria.png,GW/boulder.png,GW/newhope.png,1.0,,560ce65601c38a0012769e20
2705,1473.600000023842,directmemory_phase,1168020,blocked,GW/gatlinburg.png,49.0,1.0,0.7586206896551724,GW/hotsprings.png,GW/racine.png,GW/boulder.png,GW/hotsprings.png,GW/boulder.png,GW/racine.png,1.0,,560ce65601c38a0012769e20
2707,2435.4000000059605,directmemory_phase,1171458,blocked,GW/boulder.png,50.0,0.0,0.7333333333333333,GW/leesburg.png,GW/gatlinburg.png,GW/peoria.png,GW/peoria.png,GW/gatlinburg.png,GW/leesburg.png,0.5,closer,560ce65601c38a0012769e20
2709,4749.300000011921,directmemory_phase,1177210,blocked,GW/cornwall.png,49.0,0.0,0.7096774193548387,GW/westpalmbeach.png,GW/shreveport.png,GW/boulder.png,GW/shreveport.png,GW/westpalmbeach.png,GW/boulder.png,0.5,closer,560ce65601c38a0012769e20
2711,2289.100000023842,directmemory_phase,1180503,blocked,GW/peoria.png,51.0,1.0,0.71875,GW/huntsville.png,GW/newhope.png,GW/boulder.png,GW/boulder.png,GW/newhope.png,GW/huntsville.png,1.0,,560ce65601c38a0012769e20
3629,3810.299999952316,directmemory_phase,1070668,blocked,GW/peoria.png,49.0,1.0,1.0,GW/westpalmbeach.png,GW/cornwall.png,GW/hotsprings.png,GW/westpalmbeach.png,GW/hotsprings.png,GW/cornwall.png,1.0,,60ddfe929fff846f04cd2c95
3631,4018.300000190735,directmemory_phase,1075688,blocked,GW/racine.png,49.0,0.0,0.5,GW/leesburg.png,GW/newhope.png,GW/shreveport.png,GW/shreveport.png,GW/newhope.png,GW/leesburg.png,0.5,closer,60ddfe929fff846f04cd2c95
3633,2182.100000143051,directmemory_phase,1078872,blocked,GW/huntsville.png,51.0,1.0,0.6666666666666666,GW/cornwall.png,GW/newhope.png,GW/carmel.png,GW/carmel.png,GW/newhope.png,GW/cornwall.png,1.0,,60ddfe929fff846f04cd2c95
3635,2693.800000190735,directmemory_phase,1082568,blocked,GW/westpalmbeach.png,51.0,1.0,0.75,GW/hotsprings.png,GW/shreveport.png,GW/peoria.png,GW/peoria.png,GW/shreveport.png,GW/hotsprings.png,1.0,,60ddfe929fff846f04cd2c95
3637,3325.7000000476837,directmemory_phase,1086896,blocked,GW/leesburg.png,49.0,0.0,0.6,GW/huntsville.png,GW/carmel.png,GW/hanover.png,GW/carmel.png,GW/huntsville.png,GW/hanover.png,0.5,closer,60ddfe929fff846f04cd2c95
3639,3665.799999952316,directmemory_phase,1091564,blocked,GW/gatlinburg.png,49.0,1.0,0.6666666666666666,GW/hotsprings.png,GW/westpalmbeach.png,GW/racine.png,GW/hotsprings.png,GW/racine.png,GW/westpalmbeach.png,1.0,,60ddfe929fff846f04cd2c95
3641,2445.899999856949,directmemory_phase,1095012,blocked,GW/shreveport.png,50.0,1.0,0.7142857142857143,GW/westpalmbeach.png,GW/newhope.png,GW/leesburg.png,GW/newhope.png,GW/westpalmbeach.png,GW/leesburg.png,1.0,,60ddfe929fff846f04cd2c95
3643,4949.0,directmemory_phase,1100964,blocked,GW/boulder.png,49.0,1.0,0.75,GW/cornwall.png,GW/huntsville.png,GW/racine.png,GW/cornwall.png,GW/racine.png,GW/huntsville.png,1.0,,60ddfe929fff846f04cd2c95
3645,2533.800000190735,directmemory_phase,1104500,blocked,GW/hotsprings.png,51.0,1.0,0.7777777777777778,GW/carmel.png,GW/shreveport.png,GW/gatlinburg.png,GW/gatlinburg.png,GW/shreveport.png,GW/carmel.png,1.0,,60ddfe929fff846f04cd2c95
3647,5365.200000047684,directmemory_phase,1110868,blocked,GW/shreveport.png,51.0,1.0,0.8,GW/leesburg.png,GW/boulder.png,GW/racine.png,GW/racine.png,GW/boulder.png,GW/leesburg.png,1.0,,60ddfe929fff846f04cd2c95
3649,3929.5,directmemory_phase,1115800,blocked,GW/carmel.png,51.0,0.0,0.7272727272727273,GW/huntsville.png,GW/hotsprings.png,GW/peoria.png,GW/huntsville.png,GW/peoria.png,GW/hotsprings.png,0.5,closer,60ddfe929fff846f04cd2c95
3651,3693.899999856949,directmemory_phase,1120495,blocked,GW/boulder.png,49.0,0.0,0.6666666666666666,GW/gatlinburg.png,GW/hotsprings.png,GW/peoria.png,GW/hotsprings.png,GW/gatlinburg.png,GW/peoria.png,0.5,closer,60ddfe929fff846f04cd2c95
3653,3537.900000095367,directmemory_phase,1125035,blocked,GW/peoria.png,49.0,0.0,0.6153846153846154,GW/boulder.png,GW/hanover.png,GW/huntsville.png,GW/huntsville.png,GW/hanover.png,GW/boulder.png,0.5,closer,60ddfe929fff846f04cd2c95
3655,4194.5,directmemory_phase,1130232,blocked,GW/carmel.png,49.0,1.0,0.6428571428571429,GW/westpalmbeach.png,GW/racine.png,GW/hanover.png,GW/westpalmbeach.png,GW/hanover.png,GW/racine.png,1.0,,60ddfe929fff846f04cd2c95
3657,2169.7999999523163,directmemory_phase,1133404,blocked,GW/shreveport.png,51.0,1.0,0.6666666666666666,GW/hanover.png,GW/hotsprings.png,GW/huntsville.png,GW/huntsville.png,GW/hotsprings.png,GW/hanover.png,1.0,,60ddfe929fff846f04cd2c95
3659,3101.199999809265,directmemory_phase,1137507,blocked,GW/carmel.png,51.0,1.0,0.6875,GW/boulder.png,GW/hanover.png,GW/leesburg.png,GW/leesburg.png,GW/hanover.png,GW/boulder.png,1.0,,60ddfe929fff846f04cd2c95
3661,3174.2999999523163,directmemory_phase,1141684,blocked,GW/hotsprings.png,51.0,1.0,0.7058823529411765,GW/huntsville.png,GW/newhope.png,GW/boulder.png,GW/boulder.png,GW/newhope.png,GW/huntsville.png,1.0,,60ddfe929fff846f04cd2c95
3663,1857.7000000476835,directmemory_phase,1144543,blocked,GW/westpalmbeach.png,51.0,1.0,0.7222222222222222,GW/gatlinburg.png,GW/racine.png,GW/carmel.png,GW/carmel.png,GW/racine.png,GW/gatlinburg.png,1.0,,60ddfe929fff846f04cd2c95
3665,5226.399999856949,directmemory_phase,1150771,blocked,GW/racine.png,51.0,1.0,0.7368421052631579,GW/leesburg.png,GW/gatlinburg.png,GW/peoria.png,GW/peoria.png,GW/gatlinburg.png,GW/leesburg.png,1.0,,60ddfe929fff846f04cd2c95
3667,3434.0,directmemory_phase,1155208,blocked,GW/newhope.png,49.0,1.0,0.75,GW/boulder.png,GW/peoria.png,GW/cornwall.png,GW/boulder.png,GW/cornwall.png,GW/peoria.png,1.0,,60ddfe929fff846f04cd2c95
3669,6162.599999904633,directmemory_phase,1162372,blocked,GW/huntsville.png,51.0,1.0,0.7619047619047619,GW/gatlinburg.png,GW/newhope.png,GW/peoria.png,GW/peoria.png,GW/newhope.png,GW/gatlinburg.png,1.0,,60ddfe929fff846f04cd2c95
3671,4961.5,directmemory_phase,1168336,blocked,GW/westpalmbeach.png,50.0,0.0,0.7272727272727273,GW/newhope.png,GW/shreveport.png,GW/hanover.png,GW/hanover.png,GW/shreveport.png,GW/newhope.png,0.5,closer,60ddfe929fff846f04cd2c95
3673,2320.7000000476837,directmemory_phase,1171659,blocked,GW/boulder.png,49.0,0.0,0.6956521739130435,GW/huntsville.png,GW/racine.png,GW/newhope.png,GW/newhope.png,GW/racine.png,GW/huntsville.png,0.5,closer,60ddfe929fff846f04cd2c95
3675,4469.399999856949,directmemory_phase,1177131,blocked,GW/hanover.png,49.0,0.0,0.6666666666666666,GW/shreveport.png,GW/peoria.png,GW/westpalmbeach.png,GW/westpalmbeach.png,GW/peoria.png,GW/shreveport.png,0.5,closer,60ddfe929fff846f04cd2c95
3677,1757.5,directmemory_phase,1179891,blocked,GW/cornwall.png,50.0,1.0,0.68,GW/newhope.png,GW/boulder.png,GW/peoria.png,GW/boulder.png,GW/newhope.png,GW/peoria.png,1.0,,60ddfe929fff846f04cd2c95
3679,2798.099999904633,directmemory_phase,1183691,blocked,GW/westpalmbeach.png,50.0,0.0,0.6538461538461539,GW/hotsprings.png,GW/shreveport.png,GW/huntsville.png,GW/huntsville.png,GW/shreveport.png,GW/hotsprings.png,0.5,closer,60ddfe929fff846f04cd2c95
3681,4361.100000143051,directmemory_phase,1189055,blocked,GW/newhope.png,51.0,1.0,0.6666666666666666,GW/carmel.png,GW/huntsville.png,GW/shreveport.png,GW/shreveport.png,GW/huntsville.png,GW/carmel.png,1.0,,60ddfe929fff846f04cd2c95
3683,2478.399999856949,directmemory_phase,1192535,blocked,GW/racine.png,51.0,1.0,0.6785714285714286,GW/carmel.png,GW/huntsville.png,GW/hotsprings.png,GW/hotsprings.png,GW/huntsville.png,GW/carmel.png,1.0,,60ddfe929fff846f04cd2c95
3685,2978.099999904633,directmemory_phase,1196515,blocked,GW/huntsville.png,50.0,0.0,0.6551724137931034,GW/shreveport.png,GW/boulder.png,GW/leesburg.png,GW/shreveport.png,GW/leesburg.png,GW/boulder.png,0.5,closer,60ddfe929fff846f04cd2c95
3687,2125.2999999523163,directmemory_phase,1199643,blocked,GW/hotsprings.png,49.0,1.0,0.6666666666666666,GW/racine.png,GW/hanover.png,GW/shreveport.png,GW/racine.png,GW/shreveport.png,GW/hanover.png,1.0,,60ddfe929fff846f04cd2c95
3689,3917.900000095367,directmemory_phase,1204563,blocked,GW/huntsville.png,49.0,0.0,0.6451612903225806,GW/gatlinburg.png,GW/leesburg.png,GW/westpalmbeach.png,GW/westpalmbeach.png,GW/leesburg.png,GW/gatlinburg.png,0.5,closer,60ddfe929fff846f04cd2c95
3691,3458.0,directmemory_phase,1209023,blocked,GW/peoria.png,50.0,0.0,0.625,GW/racine.png,GW/leesburg.png,GW/hanover.png,GW/racine.png,GW/hanover.png,GW/leesburg.png,0.5,closer,60ddfe929fff846f04cd2c95
6558,5245.0,directmemory_phase,1029686,blocked,GW/shreveport.png,51.0,1.0,1.0,GW/westpalmbeach.png,GW/boulder.png,GW/cornwall.png,GW/cornwall.png,GW/boulder.png,GW/westpalmbeach.png,1.0,,638476f72ab8021be345e3ac
6560,1899.300000011921,directmemory_phase,1032596,blocked,GW/hotsprings.png,49.0,1.0,1.0,GW/leesburg.png,GW/hanover.png,GW/shreveport.png,GW/leesburg.png,GW/shreveport.png,GW/hanover.png,1.0,,638476f72ab8021be345e3ac
6562,2241.900000035763,directmemory_phase,1035845,blocked,GW/newhope.png,51.0,1.0,1.0,GW/westpalmbeach.png,GW/racine.png,GW/hanover.png,GW/hanover.png,GW/racine.png,GW/westpalmbeach.png,1.0,,638476f72ab8021be345e3ac
6564,3256.699999988079,directmemory_phase,1040111,blocked,GW/huntsville.png,51.0,0.0,0.75,GW/racine.png,GW/gatlinburg.png,GW/shreveport.png,GW/racine.png,GW/shreveport.png,GW/gatlinburg.png,0.5,closer,638476f72ab8021be345e3ac
6566,1771.0,directmemory_phase,1042893,blocked,GW/gatlinburg.png,50.0,1.0,0.8,GW/peoria.png,GW/hanover.png,GW/boulder.png,GW/hanover.png,GW/peoria.png,GW/boulder.png,1.0,,638476f72ab8021be345e3ac
6568,1768.100000023842,directmemory_phase,1045671,blocked,GW/carmel.png,51.0,1.0,0.8333333333333334,GW/shreveport.png,GW/cornwall.png,GW/racine.png,GW/racine.png,GW/cornwall.png,GW/shreveport.png,1.0,,638476f72ab8021be345e3ac
6570,2277.099999964237,directmemory_phase,1048957,blocked,GW/huntsville.png,51.0,1.0,0.8571428571428571,GW/westpalmbeach.png,GW/hanover.png,GW/newhope.png,GW/newhope.png,GW/hanover.png,GW/westpalmbeach.png,1.0,,638476f72ab8021be345e3ac
6572,3050.5,directmemory_phase,1053014,blocked,GW/hotsprings.png,49.0,1.0,0.875,GW/cornwall.png,GW/newhope.png,GW/shreveport.png,GW/cornwall.png,GW/shreveport.png,GW/newhope.png,1.0,,638476f72ab8021be345e3ac
6574,1698.199999988079,directmemory_phase,1055721,blocked,GW/newhope.png,51.0,1.0,0.8888888888888888,GW/hotsprings.png,GW/racine.png,GW/huntsville.png,GW/huntsville.png,GW/racine.png,GW/hotsprings.png,1.0,,638476f72ab8021be345e3ac
6576,2914.199999988079,directmemory_phase,1059646,blocked,GW/hotsprings.png,49.0,1.0,0.9,GW/carmel.png,GW/hanover.png,GW/racine.png,GW/carmel.png,GW/racine.png,GW/hanover.png,1.0,,638476f72ab8021be345e3ac
6578,3009.399999976158,directmemory_phase,1063663,blocked,GW/peoria.png,49.0,1.0,0.9090909090909092,GW/newhope.png,GW/hotsprings.png,GW/cornwall.png,GW/newhope.png,GW/cornwall.png,GW/hotsprings.png,1.0,,638476f72ab8021be345e3ac
6580,1746.199999988079,directmemory_phase,1066417,blocked,GW/cornwall.png,50.0,1.0,0.9166666666666666,GW/newhope.png,GW/huntsville.png,GW/hanover.png,GW/huntsville.png,GW/newhope.png,GW/hanover.png,1.0,,638476f72ab8021be345e3ac
6582,2091.400000035763,directmemory_phase,1069520,blocked,GW/hanover.png,51.0,1.0,0.9230769230769232,GW/carmel.png,GW/shreveport.png,GW/newhope.png,GW/newhope.png,GW/shreveport.png,GW/carmel.png,1.0,,638476f72ab8021be345e3ac
6584,3001.0,directmemory_phase,1073527,blocked,GW/cornwall.png,49.0,0.0,0.8571428571428571,GW/carmel.png,GW/hotsprings.png,GW/boulder.png,GW/hotsprings.png,GW/carmel.png,GW/boulder.png,0.5,closer,638476f72ab8021be345e3ac
6586,2042.199999988079,directmemory_phase,1076578,blocked,GW/shreveport.png,49.0,1.0,0.8666666666666667,GW/peoria.png,GW/carmel.png,GW/huntsville.png,GW/peoria.png,GW/huntsville.png,GW/carmel.png,1.0,,638476f72ab8021be345e3ac
6588,2988.800000011921,directmemory_phase,1080576,blocked,GW/carmel.png,51.0,1.0,0.875,GW/peoria.png,GW/leesburg.png,GW/westpalmbeach.png,GW/westpalmbeach.png,GW/leesburg.png,GW/peoria.png,1.0,,638476f72ab8021be345e3ac
6590,2967.099999964237,directmemory_phase,1084552,blocked,GW/peoria.png,50.0,0.0,0.8235294117647058,GW/racine.png,GW/cornwall.png,GW/boulder.png,GW/boulder.png,GW/cornwall.png,GW/racine.png,0.5,closer,638476f72ab8021be345e3ac
6592,3904.800000011921,directmemory_phase,1089464,blocked,GW/racine.png,51.0,0.0,0.7777777777777778,GW/huntsville.png,GW/gatlinburg.png,GW/hotsprings.png,GW/huntsville.png,GW/hotsprings.png,GW/gatlinburg.png,0.5,closer,638476f72ab8021be345e3ac
6594,2209.300000011921,directmemory_phase,1092682,blocked,GW/newhope.png,51.0,1.0,0.7894736842105263,GW/hotsprings.png,GW/racine.png,GW/peoria.png,GW/peoria.png,GW/racine.png,GW/hotsprings.png,1.0,,638476f72ab8021be345e3ac
6596,1358.0999999642372,directmemory_phase,1095049,blocked,GW/hanover.png,49.0,1.0,0.8,GW/gatlinburg.png,GW/hotsprings.png,GW/shreveport.png,GW/gatlinburg.png,GW/shreveport.png,GW/hotsprings.png,1.0,,638476f72ab8021be345e3ac
6598,1314.300000011921,directmemory_phase,1097369,blocked,GW/leesburg.png,51.0,1.0,0.8095238095238095,GW/shreveport.png,GW/carmel.png,GW/hotsprings.png,GW/hotsprings.png,GW/carmel.png,GW/shreveport.png,1.0,,638476f72ab8021be345e3ac
6600,2472.2000000476837,directmemory_phase,1100850,blocked,GW/hanover.png,49.0,1.0,0.8181818181818182,GW/peoria.png,GW/cornwall.png,GW/huntsville.png,GW/peoria.png,GW/huntsville.png,GW/cornwall.png,1.0,,638476f72ab8021be345e3ac
6602,3436.399999976158,directmemory_phase,1105298,blocked,GW/carmel.png,50.0,0.0,0.782608695652174,GW/hotsprings.png,GW/peoria.png,GW/huntsville.png,GW/hotsprings.png,GW/huntsville.png,GW/peoria.png,0.5,closer,638476f72ab8021be345e3ac
6604,2696.5,directmemory_phase,1109002,blocked,GW/boulder.png,51.0,1.0,0.7916666666666666,GW/racine.png,GW/shreveport.png,GW/peoria.png,GW/peoria.png,GW/shreveport.png,GW/racine.png,1.0,,638476f72ab8021be345e3ac
6606,2561.599999964237,directmemory_phase,1112571,blocked,GW/westpalmbeach.png,51.0,1.0,0.8,GW/newhope.png,GW/hotsprings.png,GW/carmel.png,GW/carmel.png,GW/hotsprings.png,GW/newhope.png,1.0,,638476f72ab8021be345e3ac
6608,2682.300000011921,directmemory_phase,1116260,blocked,GW/cornwall.png,50.0,1.0,0.8076923076923077,GW/racine.png,GW/shreveport.png,GW/boulder.png,GW/shreveport.png,GW/racine.png,GW/boulder.png,1.0,,638476f72ab8021be345e3ac
6610,1808.0999999642372,directmemory_phase,1119075,blocked,GW/peoria.png,51.0,1.0,0.8148148148148148,GW/hotsprings.png,GW/gatlinburg.png,GW/hanover.png,GW/hanover.png,GW/gatlinburg.png,GW/hotsprings.png,1.0,,638476f72ab8021be345e3ac
6612,1902.100000023842,directmemory_phase,1121994,blocked,GW/newhope.png,51.0,1.0,0.8214285714285714,GW/hotsprings.png,GW/racine.png,GW/shreveport.png,GW/shreveport.png,GW/racine.png,GW/hotsprings.png,1.0,,638476f72ab8021be345e3ac
6614,2566.800000011921,directmemory_phase,1125574,blocked,GW/racine.png,51.0,1.0,0.8275862068965517,GW/peoria.png,GW/hotsprings.png,GW/carmel.png,GW/carmel.png,GW/hotsprings.png,GW/peoria.png,1.0,,638476f72ab8021be345e3ac
6616,2639.800000011921,directmemory_phase,1129227,blocked,GW/peoria.png,49.0,1.0,0.8333333333333334,GW/shreveport.png,GW/carmel.png,GW/cornwall.png,GW/shreveport.png,GW/cornwall.png,GW/carmel.png,1.0,,638476f72ab8021be345e3ac
6618,2340.100000023842,directmemory_phase,1132574,blocked,GW/huntsville.png,51.0,1.0,0.8387096774193549,GW/westpalmbeach.png,GW/hotsprings.png,GW/cornwall.png,GW/cornwall.png,GW/hotsprings.png,GW/westpalmbeach.png,1.0,,638476f72ab8021be345e3ac
6620,3645.600000023842,directmemory_phase,1137230,blocked,GW/shreveport.png,51.0,1.0,0.84375,GW/westpalmbeach.png,GW/hanover.png,GW/newhope.png,GW/newhope.png,GW/hanover.png,GW/westpalmbeach.png,1.0,,638476f72ab8021be345e3ac
8511,3405.300000190735,directmemory_phase,1307258,blocked,GW/shreveport.png,50.0,0.0,0.0,GW/peoria.png,GW/westpalmbeach.png,GW/cornwall.png,GW/peoria.png,GW/cornwall.png,GW/westpalmbeach.png,0.5,closer,6595938bf754e3013651e556
8513,1213.5,directmemory_phase,1309482,blocked,GW/hanover.png,49.0,1.0,0.5,GW/gatlinburg.png,GW/huntsville.png,GW/newhope.png,GW/gatlinburg.png,GW/newhope.png,GW/huntsville.png,1.0,,6595938bf754e3013651e556
8515,1683.6000001430511,directmemory_phase,1312170,blocked,GW/westpalmbeach.png,50.0,1.0,0.6666666666666666,GW/cornwall.png,GW/hotsprings.png,GW/boulder.png,GW/hotsprings.png,GW/cornwall.png,GW/boulder.png,1.0,,6595938bf754e3013651e556
8517,2796.7999999523163,directmemory_phase,1315970,blocked,GW/boulder.png,50.0,0.0,0.5,GW/huntsville.png,GW/newhope.png,GW/carmel.png,GW/huntsville.png,GW/carmel.png,GW/newhope.png,0.5,closer,6595938bf754e3013651e556
8519,1226.4000000953674,directmemory_phase,1318202,blocked,GW/gatlinburg.png,49.0,1.0,0.6,GW/westpalmbeach.png,GW/peoria.png,GW/hotsprings.png,GW/westpalmbeach.png,GW/hotsprings.png,GW/peoria.png,1.0,,6595938bf754e3013651e556
8521,2300.100000143051,directmemory_phase,1321506,blocked,GW/cornwall.png,50.0,1.0,0.6666666666666666,GW/westpalmbeach.png,GW/newhope.png,GW/racine.png,GW/newhope.png,GW/westpalmbeach.png,GW/racine.png,1.0,,6595938bf754e3013651e556
8523,1596.0,directmemory_phase,1324106,blocked,GW/hotsprings.png,50.0,1.0,0.7142857142857143,GW/racine.png,GW/hanover.png,GW/peoria.png,GW/hanover.png,GW/racine.png,GW/peoria.png,1.0,,6595938bf754e3013651e556
8525,1716.1999998092651,directmemory_phase,1326826,blocked,GW/westpalmbeach.png,51.0,0.0,0.625,GW/racine.png,GW/newhope.png,GW/huntsville.png,GW/newhope.png,GW/racine.png,GW/huntsville.png,0.5,closer,6595938bf754e3013651e556
