rt,trial_type,stimulus,key_press,stimulus_left,stimulus_right,accuracy,stimulus_correct,condition,specific_pairs,city_type,partid,age
2737.4,shortestpath_phase,nat_shreveport.png,50.0,mm_leesburg.png,mm_cornwall.png,0.0,mm_leesburg.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2658.6,shortestpath_phase,nat_hanover.png,50.0,nat_westpalmbeach.png,nat_shreveport.png,0.0,nat_westpalmbeach.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2661.4,shortestpath_phase,mm_newhope.png,50.0,nat_hanover.png,nat_boulder.png,1.0,nat_boulder.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
2654.6,shortestpath_phase,nat_hanover.png,49.0,mm_hotsprings.png,nat_peoria.png,1.0,mm_hotsprings.png,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
2177.6,shortestpath_phase,mm_cornwall.png,49.0,nat_racine.png,nat_peoria.png,0.0,nat_peoria.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2145.6,shortestpath_phase,nat_racine.png,49.0,nat_hanover.png,nat_westpalmbeach.png,0.0,nat_westpalmbeach.png,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
2611.4,shortestpath_phase,mm_cornwall.png,49.0,nat_racine.png,nat_boulder.png,0.0,nat_boulder.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1257.6,shortestpath_phase,mm_newhope.png,50.0,nat_shreveport.png,mm_cornwall.png,0.0,nat_shreveport.png,Three Edge Diff,Three Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2143.1,shortestpath_phase,nat_hanover.png,49.0,nat_shreveport.png,nat_boulder.png,0.0,nat_boulder.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2078.5,shortestpath_phase,nat_racine.png,50.0,mm_hotsprings.png,mm_leesburg.png,0.0,mm_hotsprings.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
2033.2,shortestpath_phase,nat_hanover.png,50.0,mm_carmel.png,mm_newhope.png,0.0,mm_carmel.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
2157.8,shortestpath_phase,mm_cornwall.png,50.0,nat_shreveport.png,mm_huntsville.png,1.0,mm_huntsville.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1556.0,shortestpath_phase,mm_carmel.png,50.0,nat_shreveport.png,nat_peoria.png,1.0,nat_peoria.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
1088.4,shortestpath_phase,nat_hanover.png,49.0,mm_leesburg.png,nat_shreveport.png,1.0,mm_leesburg.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2318.9,shortestpath_phase,mm_cornwall.png,50.0,nat_peoria.png,nat_shreveport.png,0.0,nat_peoria.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2001.1,shortestpath_phase,nat_shreveport.png,49.0,mm_cornwall.png,mm_huntsville.png,0.0,mm_huntsville.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2356.2,shortestpath_phase,nat_racine.png,49.0,nat_peoria.png,mm_gatlinburg.png,1.0,nat_peoria.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1262.8,shortestpath_phase,mm_gatlinburg.png,50.0,nat_racine.png,mm_hotsprings.png,1.0,mm_hotsprings.png,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1888.4,shortestpath_phase,nat_racine.png,49.0,nat_peoria.png,mm_gatlinburg.png,1.0,nat_peoria.png,Three Edge Diff,Three Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1214.9,shortestpath_phase,mm_cornwall.png,50.0,nat_shreveport.png,mm_leesburg.png,1.0,mm_leesburg.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1374.9,shortestpath_phase,nat_hanover.png,49.0,nat_peoria.png,nat_boulder.png,0.0,nat_boulder.png,One Edge Diff,Four Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
968.0,shortestpath_phase,mm_cornwall.png,49.0,nat_boulder.png,mm_huntsville.png,0.0,mm_huntsville.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
956.0,shortestpath_phase,nat_hanover.png,50.0,nat_racine.png,nat_shreveport.png,0.0,nat_racine.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2115.8,shortestpath_phase,mm_gatlinburg.png,50.0,nat_shreveport.png,nat_peoria.png,1.0,nat_peoria.png,One Edge Diff,Four Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1709.6,shortestpath_phase,nat_westpalmbeach.png,50.0,nat_boulder.png,nat_shreveport.png,0.0,nat_boulder.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
2276.4,shortestpath_phase,nat_racine.png,50.0,mm_huntsville.png,mm_cornwall.png,0.0,mm_huntsville.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1272.6,shortestpath_phase,mm_cornwall.png,50.0,mm_leesburg.png,mm_hotsprings.png,0.0,mm_leesburg.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1657.9,shortestpath_phase,nat_racine.png,49.0,nat_westpalmbeach.png,mm_hotsprings.png,0.0,mm_hotsprings.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
2184.5,shortestpath_phase,nat_hanover.png,49.0,nat_racine.png,nat_boulder.png,0.0,nat_boulder.png,One Edge Diff,Four Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
2226.2,shortestpath_phase,nat_shreveport.png,49.0,mm_leesburg.png,nat_hanover.png,1.0,mm_leesburg.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1904.1,shortestpath_phase,mm_newhope.png,49.0,mm_cornwall.png,mm_carmel.png,0.0,mm_carmel.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1643.4,shortestpath_phase,mm_gatlinburg.png,49.0,nat_peoria.png,nat_hanover.png,0.0,nat_hanover.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1073.3,shortestpath_phase,nat_shreveport.png,50.0,nat_westpalmbeach.png,mm_cornwall.png,0.0,nat_westpalmbeach.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2349.7,shortestpath_phase,mm_cornwall.png,49.0,nat_peoria.png,mm_leesburg.png,0.0,mm_leesburg.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
2032.5,shortestpath_phase,nat_westpalmbeach.png,49.0,nat_racine.png,mm_gatlinburg.png,0.0,mm_gatlinburg.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
1723.7,shortestpath_phase,nat_hanover.png,49.0,mm_leesburg.png,nat_racine.png,1.0,mm_leesburg.png,Three Edge Diff,Three Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1370.7,shortestpath_phase,nat_shreveport.png,50.0,mm_gatlinburg.png,mm_cornwall.png,0.0,mm_gatlinburg.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1254.6,shortestpath_phase,mm_cornwall.png,50.0,mm_newhope.png,nat_boulder.png,1.0,nat_boulder.png,One Edge Diff,Four Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1356.2,shortestpath_phase,mm_hotsprings.png,49.0,mm_leesburg.png,nat_hanover.png,1.0,mm_leesburg.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
1066.0,shortestpath_phase,nat_shreveport.png,49.0,nat_hanover.png,nat_westpalmbeach.png,0.0,nat_westpalmbeach.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1366.4,shortestpath_phase,mm_huntsville.png,49.0,mm_hotsprings.png,nat_peoria.png,1.0,mm_hotsprings.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1368.0,shortestpath_phase,nat_peoria.png,50.0,mm_carmel.png,mm_cornwall.png,0.0,mm_carmel.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1019.2,shortestpath_phase,nat_shreveport.png,49.0,mm_newhope.png,nat_westpalmbeach.png,1.0,mm_newhope.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1062.0,shortestpath_phase,nat_hanover.png,49.0,nat_westpalmbeach.png,nat_peoria.png,1.0,nat_westpalmbeach.png,Three Edge Diff,Three Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1610.8,shortestpath_phase,mm_leesburg.png,49.0,mm_newhope.png,nat_shreveport.png,1.0,mm_newhope.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
934.4,shortestpath_phase,nat_hanover.png,50.0,mm_hotsprings.png,nat_racine.png,0.0,mm_hotsprings.png,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
2210.6,shortestpath_phase,mm_cornwall.png,49.0,nat_shreveport.png,nat_boulder.png,0.0,nat_boulder.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2471.6,shortestpath_phase,mm_gatlinburg.png,49.0,nat_racine.png,nat_westpalmbeach.png,0.0,nat_westpalmbeach.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1459.3,shortestpath_phase,mm_cornwall.png,50.0,nat_racine.png,mm_newhope.png,1.0,mm_newhope.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1320.2,shortestpath_phase,nat_hanover.png,49.0,mm_carmel.png,nat_boulder.png,1.0,mm_carmel.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1358.7,shortestpath_phase,nat_shreveport.png,50.0,mm_gatlinburg.png,mm_leesburg.png,1.0,mm_leesburg.png,One Edge Diff,Four Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1120.9,shortestpath_phase,nat_racine.png,49.0,mm_cornwall.png,nat_peoria.png,0.0,nat_peoria.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1321.8,shortestpath_phase,mm_huntsville.png,50.0,mm_carmel.png,nat_shreveport.png,0.0,mm_carmel.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1790.3,shortestpath_phase,nat_racine.png,50.0,nat_hanover.png,mm_cornwall.png,0.0,nat_hanover.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1557.7,shortestpath_phase,mm_gatlinburg.png,50.0,nat_racine.png,mm_carmel.png,1.0,mm_carmel.png,Three Edge Diff,Three Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1247.8,shortestpath_phase,mm_cornwall.png,50.0,mm_huntsville.png,nat_racine.png,0.0,mm_huntsville.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1604.4,shortestpath_phase,mm_gatlinburg.png,49.0,mm_newhope.png,mm_hotsprings.png,0.0,mm_hotsprings.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1107.6,shortestpath_phase,nat_boulder.png,49.0,mm_leesburg.png,nat_racine.png,1.0,mm_leesburg.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
2443.2,shortestpath_phase,nat_peoria.png,50.0,nat_hanover.png,mm_carmel.png,1.0,mm_carmel.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1766.7,shortestpath_phase,mm_cornwall.png,50.0,mm_hotsprings.png,nat_shreveport.png,0.0,mm_hotsprings.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1265.9,shortestpath_phase,nat_boulder.png,50.0,nat_racine.png,nat_shreveport.png,1.0,nat_shreveport.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
1495.3,shortestpath_phase,mm_cornwall.png,49.0,nat_shreveport.png,mm_newhope.png,0.0,mm_newhope.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
705.7,shortestpath_phase,nat_peoria.png,49.0,nat_hanover.png,mm_carmel.png,0.0,mm_carmel.png,Three Edge Diff,Three Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
802.5,shortestpath_phase,nat_racine.png,50.0,mm_hotsprings.png,mm_cornwall.png,0.0,mm_hotsprings.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1284.5,shortestpath_phase,nat_boulder.png,49.0,nat_westpalmbeach.png,mm_cornwall.png,1.0,nat_westpalmbeach.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1268.1,shortestpath_phase,nat_hanover.png,49.0,nat_peoria.png,mm_leesburg.png,0.0,mm_leesburg.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
868.8,shortestpath_phase,nat_shreveport.png,49.0,mm_newhope.png,nat_hanover.png,1.0,mm_newhope.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
902.5,shortestpath_phase,mm_hotsprings.png,49.0,nat_hanover.png,nat_racine.png,0.0,nat_racine.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
1616.1,shortestpath_phase,nat_shreveport.png,50.0,nat_westpalmbeach.png,mm_carmel.png,1.0,mm_carmel.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1867.2,shortestpath_phase,nat_racine.png,49.0,mm_gatlinburg.png,nat_westpalmbeach.png,0.0,nat_westpalmbeach.png,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1763.5,shortestpath_phase,nat_hanover.png,49.0,nat_shreveport.png,mm_gatlinburg.png,0.0,mm_gatlinburg.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
2633.7,shortestpath_phase,mm_newhope.png,50.0,mm_cornwall.png,nat_boulder.png,1.0,nat_boulder.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
780.9,shortestpath_phase,nat_peoria.png,50.0,nat_racine.png,nat_hanover.png,0.0,nat_racine.png,Three Edge Diff,Three Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1065.1,shortestpath_phase,nat_shreveport.png,49.0,mm_huntsville.png,nat_hanover.png,1.0,mm_huntsville.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
820.4,shortestpath_phase,mm_gatlinburg.png,49.0,nat_boulder.png,nat_westpalmbeach.png,0.0,nat_westpalmbeach.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
998.0999999,shortestpath_phase,mm_huntsville.png,50.0,mm_newhope.png,nat_racine.png,0.0,mm_newhope.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1418.1,shortestpath_phase,mm_gatlinburg.png,50.0,nat_peoria.png,nat_boulder.png,1.0,nat_boulder.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1125.6,shortestpath_phase,mm_carmel.png,50.0,mm_huntsville.png,nat_hanover.png,0.0,mm_huntsville.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
1015.0,shortestpath_phase,nat_racine.png,49.0,mm_gatlinburg.png,mm_cornwall.png,1.0,mm_gatlinburg.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1372.2,shortestpath_phase,nat_boulder.png,50.0,mm_cornwall.png,mm_leesburg.png,1.0,mm_leesburg.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1747.6,shortestpath_phase,nat_shreveport.png,50.0,nat_racine.png,mm_leesburg.png,0.0,nat_racine.png,One Edge Diff,Three Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
865.1999999,shortestpath_phase,mm_huntsville.png,49.0,nat_peoria.png,nat_shreveport.png,1.0,nat_peoria.png,One Edge Diff,Four Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1219.3,shortestpath_phase,mm_cornwall.png,50.0,nat_hanover.png,nat_peoria.png,0.0,nat_hanover.png,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1539.2,shortestpath_phase,nat_shreveport.png,50.0,nat_hanover.png,nat_boulder.png,1.0,nat_boulder.png,Four Edge Diff,Two Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1144.5,shortestpath_phase,mm_cornwall.png,50.0,mm_newhope.png,mm_leesburg.png,1.0,mm_leesburg.png,Three Edge Diff,Three Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
940.4000001,shortestpath_phase,nat_racine.png,49.0,mm_leesburg.png,nat_peoria.png,0.0,nat_peoria.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1398.0,shortestpath_phase,mm_cornwall.png,50.0,nat_racine.png,mm_hotsprings.png,1.0,mm_hotsprings.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
1021.3,shortestpath_phase,nat_shreveport.png,50.0,nat_boulder.png,nat_westpalmbeach.png,0.0,nat_boulder.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
1188.5,shortestpath_phase,mm_cornwall.png,50.0,nat_westpalmbeach.png,nat_peoria.png,0.0,nat_westpalmbeach.png,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
742.6,shortestpath_phase,nat_shreveport.png,49.0,nat_hanover.png,mm_gatlinburg.png,0.0,mm_gatlinburg.png,One Edge Diff,Five Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
603.5,shortestpath_phase,mm_cornwall.png,50.0,mm_carmel.png,mm_huntsville.png,1.0,mm_huntsville.png,One Edge Diff,Two Edge Three Edge,US,67e1ab7aba45c5e515df8a71,young
393.7,shortestpath_phase,nat_westpalmbeach.png,50.0,nat_shreveport.png,mm_gatlinburg.png,1.0,mm_gatlinburg.png,Two Edge Diff,Two Edge Four Edge,US,67e1ab7aba45c5e515df8a71,young
365.8,shortestpath_phase,mm_cornwall.png,49.0,mm_newhope.png,mm_leesburg.png,0.0,mm_leesburg.png,Three Edge Diff,Two Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1331.3,shortestpath_phase,mm_gatlinburg.png,49.0,nat_shreveport.png,nat_boulder.png,0.0,nat_boulder.png,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
1288.7,shortestpath_phase,nat_hanover.png,50.0,nat_shreveport.png,mm_newhope.png,1.0,mm_newhope.png,Two Edge Diff,Four Edge Six Edge,US,67e1ab7aba45c5e515df8a71,young
3236.0,shortestpath_phase,,49.0,,,1.0,,Two Edge Diff,Three Edge Five Edge,US,67e1ab7aba45c5e515df8a71,young
,shortestpath_phase,nat_boulder.png,,nat_newhope.png,nat_shreveport.png,0.0,nat_shreveport.png,Two Edge Diff,Four Edge Six Edge,US,628f7e982aad1788d940317a,old
3836.5,shortestpath_phase,nat_newhope.png,50.0,nat_westpalmbeach.png,nat_boulder.png,0.0,nat_westpalmbeach.png,One Edge Diff,Five Edge Six Edge,US,628f7e982aad1788d940317a,old
3558.4,shortestpath_phase,mm_hanover.png,50.0,nat_gatlinburg.png,nat_peoria.png,0.0,nat_gatlinburg.png,Two Edge Diff,Two Edge Four Edge,US,628f7e982aad1788d940317a,old
2541.1,shortestpath_phase,nat_cornwall.png,49.0,mm_hotsprings.png,nat_racine.png,0.0,nat_racine.png,Two Edge Diff,Three Edge Five Edge,US,628f7e982aad1788d940317a,old
2785.6,shortestpath_phase,mm_hotsprings.png,50.0,nat_westpalmbeach.png,nat_peoria.png,0.0,nat_westpalmbeach.png,Four Edge Diff,Two Edge Six Edge,US,628f7e982aad1788d940317a,old
3804.6,shortestpath_phase,nat_peoria.png,50.0,nat_huntsville.png,mm_hotsprings.png,0.0,nat_huntsville.png,Four Edge Diff,Two Edge Six Edge,US,628f7e982aad1788d940317a,old
2607.0,shortestpath_phase,nat_boulder.png,50.0,nat_newhope.png,mm_leesburg.png,1.0,mm_leesburg.png,Two Edge Diff,Four Edge Six Edge,US,628f7e982aad1788d940317a,old
2324.2,shortestpath_phase,mm_hotsprings.png,49.0,nat_huntsville.png,nat_peoria.png,1.0,nat_huntsville.png,Two Edge Diff,Four Edge Six Edge,US,628f7e982aad1788d940317a,old
2670.7,shortestpath_phase,nat_boulder.png,50.0,nat_huntsville.png,mm_leesburg.png,1.0,mm_leesburg.png,One Edge Diff,Four Edge Five Edge,US,628f7e982aad1788d940317a,old
2905.5,shortestpath_phase,nat_peoria.png,49.0,nat_gatlinburg.png,mm_hotsprings.png,1.0,nat_gatlinburg.png,One Edge Diff,Five Edge Six Edge,US,628f7e982aad1788d940317a,old
3042.0,shortestpath_phase,nat_westpalmbeach.png,49.0,nat_huntsville.png,nat_shreveport.png,0.0,nat_shreveport.png,One Edge Diff,Three Edge Four Edge,US,628f7e982aad1788d940317a,old
2692.6,shortestpath_phase,nat_gatlinburg.png,50.0,nat_peoria.png,nat_boulder.png,1.0,nat_boulder.png,Three Edge Diff,Two Edge Five Edge,US,628f7e982aad1788d940317a,old
2065.6,shortestpath_phase,nat_peoria.png,50.0,nat_westpalmbeach.png,nat_shreveport.png,1.0,nat_shreveport.png,Three Edge Diff,Two Edge Five Edge,US,628f7e982aad1788d940317a,old
2354.0,shortestpath_phase,nat_boulder.png,50.0,nat_newhope.png,mm_hanover.png,1.0,mm_hanover.png,Four Edge Diff,Two Edge Six Edge,US,628f7e982aad1788d940317a,old
2077.4,shortestpath_phase,mm_hotsprings.png,49.0,nat_cornwall.png,nat_racine.png,0.0,nat_racine.png,Three Edge Diff,Two Edge Five Edge,US,628f7e982aad1788d940317a,old
2458.7,shortestpath_phase,nat_boulder.png,49.0,mm_hanover.png,nat_carmel.png,1.0,mm_hanover.png,One Edge Diff,Two Edge Three Edge,US,628f7e982aad1788d940317a,old
2726.8,shortestpath_phase,nat_peoria.png,49.0,nat_shreveport.png,mm_hotsprings.png,1.0,nat_shreveport.png,Four Edge Diff,Two Edge Six Edge,US,628f7e982aad1788d940317a,old
1835.5,shortestpath_phase,nat_boulder.png,50.0,nat_newhope.png,nat_gatlinburg.png,1.0,nat_gatlinburg.png,Four Edge Diff,Two Edge Six Edge,US,628f7e982aad1788d940317a,old
2365.1,shortestpath_phase,mm_hotsprings.png,50.0,mm_hanover.png,nat_racine.png,1.0,nat_racine.png,One Edge Diff,Two Edge Three Edge,US,628f7e982aad1788d940317a,old
1944.2,shortestpath_phase,nat_peoria.png,49.0,mm_hotsprings.png,mm_hanover.png,0.0,mm_hanover.png,Two Edge Diff,Four Edge Six Edge,US,628f7e982aad1788d940317a,old
2679.5,shortestpath_phase,nat_boulder.png,50.0,mm_hotsprings.png,nat_huntsville.png,0.0,mm_hotsprings.png,Two Edge Diff,Three Edge Five Edge,US,628f7e982aad1788d940317a,old
1835.9,shortestpath_phase,nat_peoria.png,50.0,mm_hotsprings.png,nat_westpalmbeach.png,1.0,nat_westpalmbeach.png,One Edge Diff,Five Edge Six Edge,US,628f7e982aad1788d940317a,old
1718.7,shortestpath_phase,mm_hotsprings.png,50.0,nat_peoria.png,nat_shreveport.png,1.0,nat_shreveport.png,Two Edge Diff,Four Edge Six Edge,US,628f7e982aad1788d940317a,old
1877.7,shortestpath_phase,nat_gatlinburg.png,49.0,nat_cornwall.png,mm_hanover.png,0.0,mm_hanover.png,Two Edge Diff,Two Edge Four Edge,US,628f7e982aad1788d940317a,old
1836.3,shortestpath_phase,nat_westpalmbeach.png,49.0,mm_leesburg.png,nat_newhope.png,1.0,mm_leesburg.png,Two Edge Diff,Three Edge Five Edge,US,628f7e982aad1788d940317a,old
2246.1,shortestpath_phase,nat_boulder.png,49.0,nat_gatlinburg.png,nat_peoria.png,1.0,nat_gatlinburg.png,Four Edge Diff,Two Edge Six Edge,US,628f7e982aad1788d940317a,old
2060.2,shortestpath_phase,nat_westpalmbeach.png,50.0,nat_carmel.png,nat_peoria.png,0.0,nat_carmel.png,Three Edge Diff,Three Edge Six Edge,US,628f7e982aad1788d940317a,old
2201.7,shortestpath_phase,nat_newhope.png,50.0,nat_cornwall.png,nat_gatlinburg.png,0.0,nat_cornwall.png,Two Edge Diff,Two Edge Four Edge,US,628f7e982aad1788d940317a,old
2408.3,shortestpath_phase,nat_boulder.png,50.0,nat_peoria.png,mm_hanover.png,1.0,mm_hanover.png,Four Edge Diff,Two Edge Six Edge,US,628f7e982aad1788d940317a,old
2073.5,shortestpath_phase,nat_peoria.png,49.0,nat_racine.png,nat_boulder.png,1.0,nat_racine.png,Two Edge Diff,Four Edge Six Edge,US,628f7e982aad1788d940317a,old
2245.2,shortestpath_phase,nat_newhope.png,49.0,nat_cornwall.png,nat_boulder.png,1.0,nat_cornwall.png,Four Edge Diff,Two Edge Six Edge,US,628f7e982aad1788d940317a,old
2503.6,shortestpath_phase,nat_westpalmbeach.png,49.0,nat_racine.png,nat_newhope.png,1.0,nat_racine.png,Three Edge Diff,Two Edge Five Edge,US,628f7e982aad1788d940317a,old
2627.3,shortestpath_phase,mm_hotsprings.png,50.0,nat_boulder.png,nat_huntsville.png,0.0,nat_boulder.png,One Edge Diff,Three Edge Four Edge,US,628f7e982aad1788d940317a,old
2904.8,shortestpath_phase,mm_hanover.png,49.0,nat_racine.png,nat_peoria.png,1.0,nat_racine.png,Two Edge Diff,Two Edge Four Edge,US,628f7e982aad1788d940317a,old
2788.2,shortestpath_phase,nat_boulder.png,49.0,nat_huntsville.png,nat_newhope.png,1.0,nat_huntsville.png,One Edge Diff,Five Edge Six Edge,US,628f7e982aad1788d940317a,old
2372.7,shortestpath_phase,mm_hotsprings.png,50.0,nat_cornwall.png,nat_shreveport.png,1.0,nat_shreveport.png,One Edge Diff,Four Edge Five Edge,US,628f7e982aad1788d940317a,old
2510.9,shortestpath_phase,nat_boulder.png,49.0,mm_leesburg.png,nat_peoria.png,1.0,mm_leesburg.png,Two Edge Diff,Four Edge Six Edge,US,628f7e982aad1788d940317a,old
2893.7,shortestpath_phase,nat_westpalmbeach.png,49.0,nat_peoria.png,mm_hotsprings.png,0.0,mm_hotsprings.png,Three Edge Diff,Two Edge Five Edge,US,628f7e982aad1788d940317a,old
2044.7,shortestpath_phase,nat_shreveport.png,50.0,nat_peoria.png,mm_hotsprings.png,0.0,nat_peoria.png,Two Edge Diff,Two Edge Four Edge,US,628f7e982aad1788d940317a,old
3967.5,shortestpath_phase,mm_hotsprings.png,49.0,nat_huntsville.png,nat_cornwall.png,1.0,nat_huntsville.png,One Edge Diff,Four Edge Five Edge,US,628f7e982aad1788d940317a,old
2049.8,shortestpath_phase,nat_cornwall.png,49.0,nat_boulder.png,nat_newhope.png,0.0,nat_newhope.png,Three Edge Diff,Three Edge Six Edge,US,628f7e982aad1788d940317a,old
