rt,responses,trial_type,time_elapsed,stimulus,cities,city_images,button_pressed,response,key_press,stimulus_left,stimulus_right,accuracy,cumulative_accuracy,stimulus_down_left,stimulus_down_mid,stimulus_down_right,stimulus_correct,stimulus_short,stimulus_far,weighted_accuracy,missedtrial,condition,specific_pairs,imgL_ID,imgR_ID,linedress,linedressed,image_position,unknowncity,testedstates,currentstate,otherstate,problems,smooth,distraction,strategies,easier,similar,comments,,
1688.6,,rt_thecrossant_black,433777,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,433887,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),436453,black_plus_sign,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),436970,green,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,437477,green,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1423.4,,rt_thecrossant_black,438978,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,439082,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),441635,black_plus_sign,,,,,null,US_Cities_List/mm_peoria.png,US_Cities_List/mm_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),442440,blue,,,,,null,US_Cities_List/mm_peoria.png,US_Cities_List/mm_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,442947,blue,,,,,null,US_Cities_List/mm_peoria.png,US_Cities_List/mm_huntsville.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
968,,rt_thecrossant_black,444152,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,444262,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),446832,black_plus_sign,,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),447466,green,,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,447974,green,,,,,null,US_Cities_List/nat_carmel.png,US_Cities_List/mm_boulder.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1459.7,,rt_thecrossant_black,449357,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,449460,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),452035,black_plus_sign,,,,,null,US_Cities_List/nat_hanover.png,US_Cities_List/mm_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),452478,green,,,,,null,US_Cities_List/nat_hanover.png,US_Cities_List/mm_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,452980,green,,,,,null,US_Cities_List/nat_hanover.png,US_Cities_List/mm_peoria.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1256.1,,rt_thecrossant_black,454551,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,454661,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),457233,black_plus_sign,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),457698,blue,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,458207,blue,,,,,null,US_Cities_List/nat_gatlinburg.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
977.7,,rt_thecrossant_black,459753,black_plus_sign,,,,,49,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,459857,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),462430,black_plus_sign,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,black_cross(without_color),463463,green,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,rt_plussign_withcolor,463969,green,,,,,null,US_Cities_List/nat_racine.png,US_Cities_List/nat_westpalmbeach.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
952.3,,rt_thecrossant_black,464957,black_plus_sign,,,,,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,color_black,465060,black_plus_sign,,,,,null,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
null,,learn_phase(without_color),467601,black_plus_sign,,,,,null,US_Cities_List/mm_hotsprings.png,US_Cities_List/nat_hanover.png,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
